comparison,city,population_method,difference_m,cells,allocated_population,F_cells,F_allocated_population
representative_minus_mean,Both,all,-619.125491351,1,6.9382771833,0.00363967242948,0.000489756842375
representative_minus_mean,Both,all,-609.676684787,1,61.5591244509,0.00382165605096,0.000500383302901
representative_minus_mean,Both,all,-606.739640855,1,5.98892388042,0.00400363967243,0.00050141712305
representative_minus_mean,Both,all,-585.854324719,1,64.4818031803,0.0041856232939,0.000512548102287
representative_minus_mean,Both,all,-584.179298731,1,1.35566320725,0.00436760691538,0.000512782119611
representative_minus_mean,Both,all,-556.560114946,1,7.11206814969,0.00454959053685,0.000514009819194
representative_minus_mean,Both,all,-538.803646637,1,9.51368693062,0.00473157415833,0.000515652091067
representative_minus_mean,Both,all,-538.645833618,1,12.595525824,0.0049135577798,0.000517826356201
representative_minus_mean,Both,all,-536.502377075,1,37.1518862512,0.00509554140127,0.000524239589921
representative_minus_mean,Both,all,-532.58319532,1,7.70338035179,0.00527752502275,0.000525569363013
representative_minus_mean,Both,all,-527.524981417,1,83.5057973603,0.00545950864422,0.000539984302589
representative_minus_mean,Both,all,-521.15218742,1,189.025766892,0.0056414922657,0.000572614312651
representative_minus_mean,Both,all,-511.293222272,1,22.488360415,0.00582347588717,0.000576496298894
representative_minus_mean,Both,all,-508.106030603,1,16.1535754551,0.00600545950864,0.000579284761749
representative_minus_mean,Both,all,-492.905361322,1,0.282380349293,0.00618744313012,0.000579333506816
representative_minus_mean,Both,all,-483.538594026,1,7.21990280768,0.00636942675159,0.000580579821036
representative_minus_mean,Both,all,-474.839192344,1,1.67555700009,0.00655141037307,0.000580869059073
representative_minus_mean,Both,all,-459.402923553,1,509.525803922,0.00673339399454,0.000668824433529
representative_minus_mean,Both,all,-446.281103604,1,128.589875431,0.00691537761601,0.000691021877815
representative_minus_mean,Both,all,-430.281517372,1,1.6611566373,0.00709736123749,0.000691308630032
representative_minus_mean,Both,all,-426.129920476,1,46.1535622343,0.00727934485896,0.00069927575126
representative_minus_mean,Both,all,-425.281951616,1,94.3778987033,0.00746132848044,0.000715567454952
representative_minus_mean,Both,all,-421.445349447,1,1294.42604862,0.00764331210191,0.000939013896596
representative_minus_mean,Both,all,-415.172911395,1,2.24324209891,0.00782529572338,0.000939401129582
representative_minus_mean,Both,all,-414.987559961,1,68.4004599723,0.00800727934486,0.000951208555278
representative_minus_mean,Both,all,-408.226438488,1,185.057679554,0.00818926296633,0.000983153586081
representative_minus_mean,Both,all,-400.804473376,1,50.4620181497,0.00837124658781,0.00099186444168
representative_minus_mean,Both,all,-399.675688304,1,17.0690778103,0.00855323020928,0.000994810940403
representative_minus_mean,Both,all,-398.85050348,1,86.6345345283,0.00873521383076,0.00100976596891
representative_minus_mean,Both,all,-395.054282919,1,68.2532678667,0.00891719745223,0.00102154798601
representative_minus_mean,Both,all,-386.066067106,1,10.6456178703,0.0090991810737,0.00102338565409
representative_minus_mean,Both,all,-386.042893462,1,22.1635087387,0.00928116469518,0.00102721156378
representative_minus_mean,Both,all,-373.130538251,1,4.04792007707,0.00946314831665,0.00102791032393
representative_minus_mean,Both,all,-367.651527646,1,733.915263104,0.00964513193813,0.00115460026051
representative_minus_mean,Both,all,-366.757948583,1,17.2259407483,0.0098271155596,0.00115757383723
representative_minus_mean,Both,all,-364.859568188,1,619.764969109,0.0100090991811,0.00126455891927
representative_minus_mean,Both,all,-361.285960452,1,195.300176419,0.0101910828025,0.00129827203059
representative_minus_mean,Both,all,-359.841804531,1,57.2022214818,0.010373066424,0.00130814639371
representative_minus_mean,Both,all,-357.708671416,1,90.7438763313,0.0105550500455,0.00132381078512
representative_minus_mean,Both,all,-352.711430111,1,0.365570384705,0.010737033667,0.00132387389062
representative_minus_mean,Both,all,-346.23774931,1,1.52792701719,0.0109190172884,0.00132413764447
representative_minus_mean,Both,all,-341.625981129,1,3.95165710654,0.0111010009099,0.00132481978751
representative_minus_mean,Both,all,-339.881372803,1,11.7893195578,0.0112829845314,0.00132685488368
representative_minus_mean,Both,all,-339.352349896,1,8.3065216591,0.0114649681529,0.00132828877225
representative_minus_mean,Both,all,-338.973610344,1,263.014091354,0.0116469517743,0.00137369079647
representative_minus_mean,Both,all,-332.339855905,1,27.1579114681,0.0118289353958,0.00137837885006
representative_minus_mean,Both,all,-327.249541372,1,1.07523397893,0.0120109190173,0.00137856445912
representative_minus_mean,Both,all,-325.241461926,1,9.14029714599,0.0121929026388,0.0013801422757
representative_minus_mean,Both,all,-324.29299675,1,1.57090985955,0.0123748862602,0.00138041344933
representative_minus_mean,Both,all,-322.160828228,1,18.0907850172,0.0125568698817,0.00138353631722
representative_minus_mean,Both,all,-317.610600434,1,354.823907951,0.0127388535032,0.00144478673761
representative_minus_mean,Both,all,-314.5577805,1,125.277061897,0.0129208371247,0.00146641231732
representative_minus_mean,Both,all,-309.425851694,1,152.677942154,0.0131028207461,0.00149276789239
representative_minus_mean,Both,all,-307.658852462,1,36.3181023557,0.0132848043676,0.00149903719665
representative_minus_mean,Both,all,-307.391228687,1,7.89504584876,0.0134667879891,0.00150040005542
representative_minus_mean,Both,all,-307.096679478,1,110.292167202,0.0136487716106,0.00151943891232
representative_minus_mean,Both,all,-306.382050152,1,6.38452751531,0.013830755232,0.00152054102237
representative_minus_mean,Both,all,-304.511053405,1,4.3943921927,0.0140127388535,0.00152129959123
representative_minus_mean,Both,all,-303.455349653,1,222.104493772,0.014194722475,0.00155963971801
representative_minus_mean,Both,all,-303.187747148,1,1618.37624002,0.0143767060965,0.00183900709667
representative_minus_mean,Both,all,-300.221227919,1,0.35047492977,0.0145586897179,0.00183906759636
representative_minus_mean,Both,all,-298.08711424,1,149.486496979,0.0147406733394,0.00186487225771
representative_minus_mean,Both,all,-296.387090299,1,0.00396355123999,0.0149226569609,0.0018648729419
representative_minus_mean,Both,all,-294.930492016,1,0.0673364500126,0.0151046405823,0.00186488456566
representative_minus_mean,Both,all,-294.343730285,1,403.467945279,0.0152866242038,0.00193453201812
representative_minus_mean,Both,all,-291.557885675,1,15.6443707568,0.0154686078253,0.00193723258103
representative_minus_mean,Both,all,-291.085736467,1,56.5421698753,0.0156505914468,0.00194699300472
representative_minus_mean,Both,all,-289.24709574,1,149.238977986,0.0158325750682,0.00197275493884
representative_minus_mean,Both,all,-288.500778084,1,35.9448304878,0.0160145586897,0.00197895980815
representative_minus_mean,Both,all,-281.775369582,1,96.763017934,0.0161965423112,0.00199566323594
representative_minus_mean,Both,all,-281.210716813,1,214.732092979,0.0163785259327,0.00203273072399
representative_minus_mean,Both,all,-280.103795515,1,74.6673940199,0.0165605095541,0.00204561996051
representative_minus_mean,Both,all,-279.812979113,1,10.5526472797,0.0167424931756,0.00204744157982
representative_minus_mean,Both,all,-274.586018538,1,112.534953043,0.0169244767971,0.00206686759094
representative_minus_mean,Both,all,-274.006358191,1,0.166092981952,0.0171064604186,0.00206689626225
representative_minus_mean,Both,all,-272.832043395,1,12.41745945,0.01728844404,0.00206903978921
representative_minus_mean,Both,all,-271.882295617,1,13.7427852842,0.0174704276615,0.00207141209659
representative_minus_mean,Both,all,-269.31283421,1,12.1949937331,0.017652411283,0.00207351722106
representative_minus_mean,Both,all,-264.735503526,1,720.148733106,0.0178343949045,0.0021978307514
representative_minus_mean,Both,all,-264.413400856,1,3.0145198397,0.0180163785259,0.00219835112391
representative_minus_mean,Both,all,-264.330768101,1,114.396095448,0.0181983621474,0.0022180984092
representative_minus_mean,Both,all,-262.386335656,1,404.583026816,0.0183803457689,0.00228793834929
representative_minus_mean,Both,all,-261.599692711,1,11.0519211952,0.0185623293904,0.00228984615427
representative_minus_mean,Both,all,-261.560367412,1,300.089392781,0.0187443130118,0.00234164819199
representative_minus_mean,Both,all,-261.391220465,1,9.97267464974,0.0189262966333,0.00234336969525
representative_minus_mean,Both,all,-260.707108824,1,45.0163998489,0.0191082802548,0.00235114051721
representative_minus_mean,Both,all,-260.395541011,1,485.180485288,0.0192902638763,0.00243489335354
representative_minus_mean,Both,all,-260.159388584,1,593.197023856,0.0194722474977,0.00253729222315
representative_minus_mean,Both,all,-260.055721727,1,52.1126455083,0.0196542311192,0.00254628801338
representative_minus_mean,Both,all,-258.719104625,1,11.9324145636,0.0198362147407,0.00254834781091
representative_minus_mean,Both,all,-257.482542657,1,12.8576093971,0.0200181983621,0.00255056731744
representative_minus_mean,Both,all,-254.646778361,1,227.90095278,0.0202001819836,0.00258990804069
representative_minus_mean,Both,all,-254.432862191,1,2.96653011163,0.0203821656051,0.00259042012912
representative_minus_mean,Both,all,-253.261670504,1,6.3100880202,0.0205641492266,0.00259150938927
representative_minus_mean,Both,all,-252.777523033,1,99.2664379871,0.020746132848,0.00260864496249
representative_minus_mean,Both,all,-247.751209233,1,7.41017264922,0.0209281164695,0.00260992412148
representative_minus_mean,Both,all,-245.62768421,1,88.5240673688,0.021110100091,0.00262520532497
representative_minus_mean,Both,all,-243.652679768,1,28.0738029591,0.0212920837125,0.0026300514816
representative_minus_mean,Both,all,-238.441854345,1,51.6577048341,0.0214740673339,0.00263896873905
representative_minus_mean,Both,all,-235.860729919,1,451.963652314,0.0216560509554,0.00271698761851
representative_minus_mean,Both,all,-234.757301012,1,489.830467571,0.0218380345769,0.00280154314419
representative_minus_mean,Both,all,-231.112299648,1,430.406845362,0.0220200181984,0.00287584084405
representative_minus_mean,Both,all,-230.220692692,1,54.1665483271,0.0222020018198,0.00288519118314
representative_minus_mean,Both,all,-229.615000304,1,47.0080812833,0.0223839854413,0.00289330581317
representative_minus_mean,Both,all,-228.747608451,1,11.5945816921,0.0225659690628,0.00289530729331
representative_minus_mean,Both,all,-228.495844785,1,1.11277342575,0.0227479526843,0.00289549938251
representative_minus_mean,Both,all,-228.140620005,1,404.877070339,0.0229299363057,0.00296539008099
representative_minus_mean,Both,all,-227.029237755,1,19.4172793118,0.0231119199272,0.002968741931
representative_minus_mean,Both,all,-226.176844172,1,113.301405585,0.0232939035487,0.00298830024871
representative_minus_mean,Both,all,-226.12318404,1,944.83063643,0.0234758871702,0.00315139882347
representative_minus_mean,Both,all,-224.134180066,1,10.8685194283,0.0236578707916,0.00315327496927
representative_minus_mean,Both,all,-223.905633047,1,99.7975403561,0.0238398544131,0.00317050222246
representative_minus_mean,Both,all,-223.389844354,1,1249.73955947,0.0240218380346,0.003386234792
representative_minus_mean,Both,all,-221.269054991,1,4.95493695007,0.0242038216561,0.00338709012324
representative_minus_mean,Both,all,-220.15054579,1,82.6774075296,0.0243858052775,0.00340136206448
representative_minus_mean,Both,all,-220.01795757,1,68.8171181023,0.024567788899,0.00341324141455
representative_minus_mean,Both,all,-219.838777997,1,70.6040458605,0.0247497725205,0.0034254292277
representative_minus_mean,Both,all,-218.061554677,1,897.539228834,0.0249317561419,0.00358036426406
representative_minus_mean,Both,all,-217.919339954,1,14.2571443666,0.0251137397634,0.00358282536115
representative_minus_mean,Both,all,-216.80444011,1,128.64325483,0.0252957233849,0.00360503201989
representative_minus_mean,Both,all,-216.310419748,1,36.581823131,0.0254777070064,0.00361134684817
representative_minus_mean,Both,all,-215.626272574,1,823.320190349,0.0256596906278,0.00375347004405
representative_minus_mean,Both,all,-214.348719938,1,7.87499281543,0.0258416742493,0.00375482944123
representative_minus_mean,Both,all,-214.26362515,1,5.41307489084,0.0260236578708,0.00375576385717
representative_minus_mean,Both,all,-213.013462565,1,0.45825469544,0.0262056414923,0.00375584296202
representative_minus_mean,Both,all,-210.968431273,1,6.63451467749,0.0263876251137,0.00375698822535
representative_minus_mean,Both,all,-210.414281968,1,100.177059948,0.0265696087352,0.00377428099199
representative_minus_mean,Both,all,-208.490833597,1,8.59197258141,0.0267515923567,0.00377576415566
representative_minus_mean,Both,all,-207.688323507,1,6.94861666611,0.0269335759782,0.00377696363992
representative_minus_mean,Both,all,-207.601716527,1,7.87910732102,0.0271155595996,0.00377832374736
representative_minus_mean,Both,all,-206.752463247,1,25.684187587,0.0272975432211,0.00378275740375
representative_minus_mean,Both,all,-206.068204241,1,9.79990295732,0.0274795268426,0.00378444908281
representative_minus_mean,Both,all,-204.780627928,1,33.398198208,0.0276615104641,0.00379021434731
representative_minus_mean,Both,all,-204.153411213,1,23.5155522704,0.0278434940855,0.00379427364949
representative_minus_mean,Both,all,-203.348850647,1,1067.20792911,0.028025477707,0.00397849723994
representative_minus_mean,Both,all,-203.268751622,1,3.62632311035,0.0282074613285,0.00397912322317
representative_minus_mean,Both,all,-203.095725616,1,3133.40677023,0.02838944495,0.00452001823512
representative_minus_mean,Both,all,-203.000510624,1,412.65465371,0.0285714285714,0.00459125151576
representative_minus_mean,Both,all,-202.735439824,1,3.34588870719,0.0287534121929,0.00459182908984
representative_minus_mean,Both,all,-202.528083211,1,246.596211577,0.0289353958144,0.00463439702646
representative_minus_mean,Both,all,-202.303111088,1,0.448701799937,0.0291173794359,0.00463447448227
representative_minus_mean,Both,all,-201.376357115,1,248.728224563,0.0292993630573,0.00467741045128
representative_minus_mean,Both,all,-200.70293397,1,26.3565624476,0.0294813466788,0.00468196017438
representative_minus_mean,Both,all,-200.405811589,1,16.2875538801,0.0296633303003,0.00468477176487
representative_minus_mean,Both,all,-199.82885559,1,93.677810981,0.0298453139217,0.004700942618
representative_minus_mean,Both,all,-199.394103277,1,390.728146701,0.0300272975432,0.00476839090067
representative_minus_mean,Both,all,-198.945616436,1,71.55200551,0.0302092811647,0.00478074235253
representative_minus_mean,Both,all,-198.540204198,1,231.718260456,0.0303912647862,0.00482074202715
representative_minus_mean,Both,all,-198.049522663,1,624.893787218,0.0305732484076,0.00492861245614
representative_minus_mean,Both,all,-197.752028339,1,7.2683406587,0.0307552320291,0.0049298671318
representative_minus_mean,Both,all,-197.698992424,1,214.478394347,0.0309372156506,0.00496689082587
representative_minus_mean,Both,all,-196.724806938,1,2162.1978712,0.0311191992721,0.00534013379403
representative_minus_mean,Both,all,-196.546815959,1,3691.63783565,0.0313011828935,0.00597739178115
representative_minus_mean,Both,all,-195.878883939,1,119.373121925,0.031483166515,0.00599799821081
representative_minus_mean,Both,all,-195.84455601,1,5.58415869598,0.0316651501365,0.00599896215957
representative_minus_mean,Both,all,-195.462305704,1,18.394927442,0.031847133758,0.00600213752914
representative_minus_mean,Both,all,-195.330465234,1,689.396239822,0.0320291173794,0.00612114250191
representative_minus_mean,Both,all,-195.210765897,1,84,0.0322111010009,0.00613564275175
representative_minus_mean,Both,all,-195.040108818,1,13.1371598025,0.0323930846224,0.00613791051483
representative_minus_mean,Both,all,-194.527039662,1,1.92713423303,0.0325750682439,0.00613824318064
representative_minus_mean,Both,all,-193.329718657,1,62.7449111741,0.0327570518653,0.00614907433407
representative_minus_mean,Both,all,-192.531288019,1,6.0080474867,0.0329390354868,0.00615011145537
representative_minus_mean,Both,all,-191.249048748,1,342.080230714,0.0331210191083,0.00620916203643
representative_minus_mean,Both,all,-190.915986486,1,11.6771358382,0.0333030027298,0.00621117776723
representative_minus_mean,Both,all,-189.867360199,1,3.15047332989,0.0334849863512,0.0062117216083
representative_minus_mean,Both,all,-189.610216786,1,515.840878407,0.0336669699727,0.00630076710369
representative_minus_mean,Both,all,-189.368823569,1,49.7091695033,0.0338489535942,0.00630934800103
representative_minus_mean,Both,all,-188.8921075,1,1999.87352452,0.0340309372157,0.00665457021227
representative_minus_mean,Both,all,-186.670064337,1,0.0267230600321,0.0342129208371,0.00665457482526
representative_minus_mean,Both,all,-185.977058371,1,0.00991466417456,0.0343949044586,0.00665457653675
representative_minus_mean,Both,all,-183.76761477,1,43.4649551934,0.0345768880801,0.00666207954519
representative_minus_mean,Both,all,-183.545556698,1,119.692369501,0.0347588717015,0.00668274108401
representative_minus_mean,Both,all,-183.095479887,1,12.411584046,0.034940855323,0.00668488359675
representative_minus_mean,Both,all,-180.562861927,1,52.0943626579,0.0351228389445,0.00669387623096
representative_minus_mean,Both,all,-180.033374763,1,91.5231351885,0.035304822566,0.0067096751396
representative_minus_mean,Both,all,-179.936458811,1,1113.87357733,0.0354868061874,0.0069019542486
representative_minus_mean,Both,all,-178.721777879,1,1.08023315954,0.0356687898089,0.00690214072063
representative_minus_mean,Both,all,-178.238351454,1,43.3270888592,0.0358507734304,0.00690961993031
